SrcAddr,n_flows,botnet_flows,normal_flows,bg_flows,n_dst_ips,n_dst_ports,n_src_ports,n_protocols,total_bytes,total_pkts,mean_dur,std_dur,label
118.128.21.112,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.128.253.177,1,0,0,1,1,1,1,1,2952,3,0.001,,Background
118.128.255.147,2,0,0,2,1,1,1,1,676,3,2.105,2.9769195487953652,Background
118.128.31.121,1,0,0,1,1,1,1,1,61,1,0.0,,Background
118.129.191.7,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.13.101.86,1,0,0,1,1,1,1,1,72,1,0.0,,Background
118.136.129.151,2,0,0,2,1,1,1,1,382,2,0.0,0.0,Background
118.136.154.96,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.136.166.14,2,0,0,2,1,1,1,1,151,2,0.0,0.0,Background
118.136.180.32,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.136.234.67,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.137.1.6,1,0,0,1,1,1,1,1,64,1,0.0,,Background
118.137.48.245,1,0,0,1,1,1,1,1,772,2,0.517,,Background
118.137.86.130,2,0,0,2,1,1,1,1,552,2,0.0,0.0,Background
118.137.88.123,2,0,0,2,1,1,1,1,1507,20,2.963,0.2559726547895303,Background
118.14.157.133,1,0,0,1,1,1,1,1,72,1,0.0,,Background
118.14.162.244,2,0,0,2,1,1,1,1,300,4,3.026,0.01131370849898477,Background
118.14.219.184,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.14.232.159,1,0,0,1,1,1,1,1,77,1,0.0,,Background
118.14.64.93,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.141.202.46,3,0,0,3,1,1,1,1,1406,3,0.0,0.0,Background
118.141.38.90,1,0,0,1,1,1,1,1,2970,3,0.0,,Background
118.141.65.229,1,0,0,1,1,1,1,1,62,1,0.0,,Background
118.142.107.141,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.15.80.134,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.152.122.209,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.152.31.209,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.152.57.217,1,0,0,1,1,1,1,1,89,1,0.0,,Background
118.152.72.149,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.152.83.115,2,0,0,2,1,1,1,1,237,3,1.6985,2.402041735690702,Background
118.153.0.23,1,0,0,1,1,1,1,1,76,1,0.0,,Background
118.154.79.211,1,0,0,1,1,1,1,1,76,1,0.0,,Background
118.155.189.40,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.157.124.17,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.160.107.82,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.160.108.181,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.160.111.213,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.160.111.215,1,0,0,1,1,1,1,1,184,2,3.819,,Background
118.160.113.96,2,0,0,2,1,1,1,1,149,2,0.0,0.0,Background
118.160.147.182,2,0,0,2,1,1,1,1,122,2,0.0,0.0,Background
118.160.155.233,1,0,0,1,1,1,1,1,490,1,0.0,,Background
118.160.159.125,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.160.160.201,1,0,0,1,1,1,1,1,66,1,0.0,,Background
118.160.164.21,1,0,0,1,1,1,1,1,72,1,0.0,,Background
118.160.165.186,21,0,0,21,1,1,1,1,5419,32,0.015904761904761904,0.07288477533882146,Background
118.160.168.238,1,0,0,1,1,1,1,1,2921,3,0.004,,Background
118.160.169.145,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.160.174.75,2,0,0,2,1,1,1,1,121,2,0.0,0.0,Background
118.160.187.190,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.160.192.204,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.160.20.186,1,0,0,1,1,1,1,1,2930,3,0.003,,Background
118.160.213.198,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.160.215.197,1,0,0,1,1,1,1,1,71,1,0.0,,Background
118.160.22.12,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.160.227.136,1,0,0,1,1,1,1,1,72,1,0.0,,Background
118.160.232.37,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.160.239.134,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.160.32.54,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.160.35.210,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.160.44.247,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.160.87.138,1,0,0,1,1,1,1,1,72,1,0.0,,Background
118.160.90.48,7,0,0,7,1,1,1,1,2914,11,0.47657142857142853,1.2608894819587821,Background
118.161.128.238,1,0,0,1,1,1,1,1,84,1,0.0,,Background
118.161.129.121,1,0,0,1,1,1,1,1,1329,1,0.0,,Background
118.161.130.2,1,0,0,1,1,1,1,1,496,1,0.0,,Background
118.161.169.185,1,0,0,1,1,1,1,1,64,1,0.0,,Background
118.161.210.25,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.213.224,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.214.162,1,0,0,1,1,1,1,1,61,1,0.0,,Background
118.161.220.29,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.240.235,1,0,0,1,1,1,1,1,61,1,0.0,,Background
118.161.242.103,5,0,0,5,2,2,1,1,761,5,0.0,0.0,Background
118.161.242.167,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.245.174,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.249.61,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.251.210,20,0,0,20,1,1,1,1,4701,30,0.0,0.0,Background
118.161.40.175,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.42.12,1,0,0,1,1,1,1,1,67,1,0.0,,Background
118.161.42.235,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.42.40,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.161.43.154,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.161.43.245,2,0,0,2,1,1,1,1,313,2,0.0,0.0,Background
118.161.46.76,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.48.234,3,0,0,3,2,2,1,1,193,3,0.0,0.0,Background
118.161.49.20,1,0,0,1,1,1,1,1,72,1,0.0,,Background
118.161.57.119,2,0,0,2,1,1,1,1,966,2,0.0,0.0,Background
118.161.64.104,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.69.5,3,0,0,3,1,1,1,1,252,3,0.0,0.0,Background
118.161.72.194,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.73.146,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.74.69,1,0,0,1,1,1,1,1,253,1,0.0,,Background
118.161.77.118,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.161.80.15,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.165.10.180,1,0,0,1,1,1,1,1,78,1,0.0,,Background
118.165.10.188,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.165.100.196,2,0,0,2,1,1,1,1,121,2,0.0,0.0,Background
118.165.100.6,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.165.103.129,1,0,0,1,1,1,1,1,695,2,1.672,,Background
118.165.13.228,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.165.162.244,1,0,0,1,1,1,1,1,72,1,0.0,,Background
118.165.163.55,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.165.165.242,2,0,0,2,2,2,1,1,120,2,0.0,0.0,Background
118.165.168.167,1,0,0,1,1,1,1,1,62,1,0.0,,Background
118.165.168.192,2,0,0,2,1,1,1,1,307,2,0.0,0.0,Background
118.165.171.142,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.165.228.95,2,0,0,2,2,2,1,1,120,2,0.0,0.0,Background
118.165.228.97,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.165.229.39,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.165.45.81,1,0,0,1,1,1,1,1,80,1,0.0,,Background
118.165.48.6,2,0,0,2,2,2,1,1,120,2,0.0,0.0,Background
118.165.64.39,6,0,0,6,1,1,1,1,444,6,0.0,0.0,Background
118.165.65.47,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.165.66.108,1,0,0,1,1,1,1,1,464,1,0.0,,Background
118.165.66.180,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.165.77.51,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.165.82.214,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.165.97.212,4,0,0,4,3,4,1,1,259,4,0.0,0.0,Background
118.166.0.125,4,0,0,4,3,3,1,1,240,4,0.0,0.0,Background
118.166.1.3,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.166.115.105,1,0,0,1,1,1,1,1,73,1,0.0,,Background
118.166.116.98,5,0,0,5,2,2,1,1,490,5,0.0,0.0,Background
118.166.132.236,2,0,0,2,2,2,1,1,1035,2,0.0,0.0,Background
118.166.167.104,1,0,0,1,1,1,1,1,2926,3,0.003,,Background
118.166.169.158,20,0,0,20,1,1,1,1,5132,30,0.0,0.0,Background
118.166.169.211,3,0,0,3,1,1,1,1,353,3,0.0,0.0,Background
118.166.170.36,1,0,0,1,1,1,1,1,77,1,0.0,,Background
118.166.222.77,2,0,0,2,2,2,1,1,120,2,0.0,0.0,Background
118.166.223.109,1,0,0,1,1,1,1,1,77,1,0.0,,Background
118.166.223.62,1,0,0,1,1,1,1,1,99,1,0.0,,Background
118.166.224.4,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.166.228.25,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.166.240.9,4,0,0,4,1,1,1,1,240,4,0.0,0.0,Background
118.166.245.104,1,0,0,1,1,1,1,1,2935,3,0.003,,Background
118.166.247.74,1,0,0,1,1,1,1,1,2894,3,0.003,,Background
118.166.248.78,4,0,0,4,1,1,1,1,240,4,0.0,0.0,Background
118.166.3.20,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.166.3.75,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.166.6.151,2,0,0,2,1,1,1,1,980,3,0.03,0.042426406871192854,Background
118.166.6.168,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.166.66.234,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.166.74.238,2,0,0,2,1,1,1,1,534,2,0.0,0.0,Background
118.167.104.216,2,0,0,2,2,2,1,1,954,2,0.0,0.0,Background
118.167.104.232,3,0,0,3,2,3,1,1,182,3,0.0,0.0,Background
118.167.109.218,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.117.220,1,0,0,1,1,1,1,1,2949,3,0.002,,Background
118.167.12.222,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.167.13.161,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.13.230,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.169.163,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.170.116,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.167.175.233,1,0,0,1,1,1,1,1,68,1,0.0,,Background
118.167.182.71,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.167.193.166,1,0,0,1,1,1,1,1,2894,3,0.003,,Background
118.167.193.86,2,0,0,2,1,1,1,1,124,2,0.0,0.0,Background
118.167.195.103,1,0,0,1,1,1,1,1,61,1,0.0,,Background
118.167.199.61,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.2.120,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.21.196,1,0,0,1,1,1,1,1,2974,3,0.003,,Background
118.167.21.6,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.236.235,1,0,0,1,1,1,1,1,121,2,1.032,,Background
118.167.237.82,1,0,0,1,1,1,1,1,61,1,0.0,,Background
118.167.29.17,1,0,0,1,1,1,1,1,83,1,0.0,,Background
118.167.3.97,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.33.148,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.37.26,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.4.202,3,0,0,3,1,1,1,1,429,3,0.0,0.0,Background
118.167.47.76,2,0,0,2,1,1,1,1,142,2,0.0,0.0,Background
118.167.5.206,4,0,0,4,1,1,1,1,283,4,0.0,0.0,Background
118.167.5.230,3,0,0,3,1,1,1,1,180,3,0.0,0.0,Background
118.167.6.247,1,0,0,1,1,1,1,1,2915,3,0.004,,Background
118.167.68.180,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.7.219,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.70.244,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.167.9.194,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.167.99.151,3,0,0,3,1,1,1,1,693,5,0.438,0.7586382537151682,Background
118.168.102.151,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.111.165,4,0,0,4,2,2,1,1,3106,6,0.0005,0.001,Background
118.168.116.109,1,0,0,1,1,1,1,1,61,1,0.0,,Background
118.168.120.248,1,0,0,1,1,1,1,1,180,1,0.0,,Background
118.168.129.20,1,0,0,1,1,1,1,1,2947,3,0.003,,Background
118.168.13.112,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.131.190,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.132.88,3,0,0,3,1,1,1,1,219,3,0.0,0.0,Background
118.168.166.131,2,0,0,2,2,2,1,1,120,2,0.0,0.0,Background
118.168.166.58,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.167.13,1,0,0,1,1,1,1,1,252,1,0.0,,Background
118.168.177.114,2,0,0,2,1,1,1,1,122,2,0.0,0.0,Background
118.168.181.228,2,0,0,2,1,1,1,1,518,2,0.0,0.0,Background
118.168.185.166,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.188.126,1,0,0,1,1,1,1,1,2950,3,0.002,,Background
118.168.194.133,1,0,0,1,1,1,1,1,506,1,0.0,,Background
118.168.2.158,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.205.132,1,0,0,1,1,1,1,1,528,1,0.0,,Background
118.168.234.135,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.236.209,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.168.237.251,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.240.111,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.241.59,2,0,0,2,1,1,1,1,572,2,0.0,0.0,Background
118.168.243.175,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.25.54,1,0,0,1,1,1,1,1,97,1,0.0,,Background
118.168.26.127,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.72.45,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.168.82.130,1,0,0,1,1,1,1,1,2943,3,0.026,,Background
118.168.84.178,1,0,0,1,1,1,1,1,2918,3,0.003,,Background
118.168.87.46,1,0,0,1,1,1,1,1,501,1,0.0,,Background
118.169.1.156,1,0,0,1,1,1,1,1,2944,3,0.002,,Background
118.169.10.31,1,0,0,1,1,1,1,1,73,1,0.0,,Background
118.169.11.239,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.169.120.188,1,0,0,1,1,1,1,1,61,1,0.0,,Background
118.169.128.205,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.169.130.219,1,0,0,1,1,1,1,1,2951,3,0.002,,Background
118.169.134.124,2,0,0,2,2,2,1,1,120,2,0.0,0.0,Background
118.169.140.48,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.169.164.181,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.169.168.157,1,0,0,1,1,1,1,1,77,1,0.0,,Background
118.169.171.155,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.169.172.244,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.169.174.114,2,0,0,2,1,1,1,1,148,2,0.0,0.0,Background
118.169.175.54,21,0,0,21,2,2,1,1,5581,41,0.0,0.0,Background
118.169.176.150,3,0,0,3,2,2,1,1,180,3,0.0,0.0,Background
118.169.176.245,3,0,0,3,1,1,1,1,569,4,1.4023333333333332,2.4289125824807556,Background
118.169.177.163,1,0,0,1,1,1,1,1,73,1,0.0,,Background
118.169.2.193,2,0,0,2,1,1,1,1,182,3,0.361,0.5105310960166873,Background
118.169.2.241,2,0,0,2,2,2,1,1,121,2,0.0,0.0,Background
118.169.211.61,2,0,0,2,2,2,1,1,120,2,0.0,0.0,Background
118.169.215.101,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.169.216.222,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.169.32.45,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.169.33.124,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.169.33.18,2,0,0,2,1,1,1,1,1738,2,0.0,0.0,Background
118.169.34.36,3,0,0,3,1,1,1,1,208,3,0.0,0.0,Background
118.169.34.86,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.169.37.229,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.169.49.101,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.169.55.144,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.169.57.224,3,0,0,3,1,1,1,1,1045,3,0.0,0.0,Background
118.169.60.136,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.169.63.169,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.169.64.84,14,0,0,14,1,1,1,1,4928,30,1.1407857142857143,1.703967098751139,Background
118.169.69.238,1,0,0,1,1,1,1,1,73,1,0.0,,Background
118.169.73.159,5,0,0,5,1,1,1,1,300,5,0.0,0.0,Background
118.17.118.253,2,0,0,2,1,1,1,1,146,2,0.0,0.0,Background
118.17.28.60,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.17.44.36,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.17.95.10,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.170.0.176,3,0,0,3,2,2,1,1,3271,5,0.001,0.0017320508075688774,Background
118.170.1.151,1,0,0,1,1,1,1,1,89,1,0.0,,Background
118.170.10.211,1,0,0,1,1,1,1,1,465,1,0.0,,Background
118.170.122.208,1,0,0,1,1,1,1,1,78,1,0.0,,Background
118.170.18.129,1,0,0,1,1,1,1,1,64,1,0.0,,Background
118.170.192.14,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.170.193.240,3,0,0,3,3,3,1,1,183,3,0.0,0.0,Background
118.170.199.12,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.170.199.73,1,0,0,1,1,1,1,1,63,1,0.0,,Background
118.170.200.37,2,0,0,2,1,1,1,1,124,2,0.0,0.0,Background
118.170.205.177,2,0,0,2,2,2,1,1,537,2,0.0,0.0,Background
118.170.206.78,2,0,0,2,2,2,1,1,1034,2,0.0,0.0,Background
118.170.207.227,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.170.209.49,4,0,0,4,1,1,1,1,244,4,0.0,0.0,Background
118.170.210.74,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.170.3.2,1,0,0,1,1,1,1,1,2949,3,0.003,,Background
118.170.32.4,1,0,0,1,1,1,1,1,64,1,0.0,,Background
118.170.66.167,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.170.77.17,22,0,0,22,1,1,1,1,4851,32,0.0,0.0,Background
118.170.8.73,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.115.135,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.115.171,24,0,0,24,1,1,1,1,1848,24,0.0,0.0,Background
118.171.119.90,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.120.239,1,0,0,1,1,1,1,1,468,1,0.0,,Background
118.171.125.126,1,0,0,1,1,1,1,1,2955,3,0.003,,Background
118.171.125.22,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.138.3,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.160.131,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.160.69,1,0,0,1,1,1,1,1,73,1,0.0,,Background
118.171.169.201,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.169.222,2,0,0,2,2,2,1,1,561,2,0.0,0.0,Background
118.171.172.130,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.176.2,1,0,0,1,1,1,1,1,465,1,0.0,,Background
118.171.181.99,3,0,0,3,2,2,1,1,197,3,0.0,0.0,Background
118.171.183.94,2,0,0,2,1,1,1,1,988,2,0.0,0.0,Background
118.171.193.147,1,0,0,1,1,1,1,1,66,1,0.0,,Background
118.171.196.23,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.196.60,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.209.31,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.209.92,1,0,0,1,1,1,1,1,2915,3,0.003,,Background
118.171.224.178,3,0,0,3,2,2,1,1,186,3,0.0,0.0,Background
118.171.227.92,1,0,0,1,1,1,1,1,61,1,0.0,,Background
118.171.229.175,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.229.6,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.240.202,1,0,0,1,1,1,1,1,73,1,0.0,,Background
118.171.241.97,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.171.251.63,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.251.71,2,0,0,2,1,1,1,1,180,3,2.238,3.165009952590987,Background
118.171.28.43,1,0,0,1,1,1,1,1,479,1,0.0,,Background
118.171.38.235,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.39.201,2,0,0,2,2,2,1,1,613,2,0.0,0.0,Background
118.171.41.229,6,0,0,6,1,1,1,1,532,7,0.7836666666666666,1.9195834617610839,Background
118.171.41.47,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.43.12,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.171.45.141,2,0,0,2,2,2,1,1,120,2,0.0,0.0,Background
118.171.46.172,1,0,0,1,1,1,1,1,61,1,0.0,,Background
118.171.68.5,2,0,0,2,1,1,1,1,136,2,0.0,0.0,Background
118.171.76.95,1,0,0,1,1,1,1,1,454,1,0.0,,Background
118.171.82.12,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.171.85.164,1,0,0,1,1,1,1,1,64,1,0.0,,Background
118.172.134.2,1,0,0,1,1,1,1,1,78,1,0.0,,Background
118.172.18.117,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.172.213.174,1,0,0,1,1,1,1,1,72,1,0.0,,Background
118.172.249.215,2,0,0,2,1,1,1,1,922,2,0.0,0.0,Background
118.172.80.2,1,0,0,1,1,1,1,1,372,5,1.007,,Background
118.172.99.147,3,0,0,3,1,1,1,1,540,3,0.0,0.0,Background
118.173.229.60,3,0,0,3,1,1,1,1,541,3,0.0,0.0,Background
118.173.245.57,1,0,0,1,1,1,1,1,1070,16,0.773,,Background
118.173.254.254,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.173.254.77,5,0,0,5,1,1,2,1,916,5,0.0,0.0,Background
118.173.85.2,1,0,0,1,1,1,1,1,481,1,0.0,,Background
118.173.88.36,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.176.118.166,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
118.18.148.232,1,0,0,1,1,1,1,1,72,1,0.0,,Background
118.18.163.29,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.18.28.101,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.18.63.231,2,0,0,2,1,1,1,1,962,2,0.0,0.0,Background
118.18.87.139,1,0,0,1,1,1,1,1,145,2,0.274,,Background
118.19.105.227,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.19.147.8,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.19.158.64,1,0,0,1,1,1,1,1,68,1,0.0,,Background
118.2.110.28,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.20.105.19,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.20.34.159,1,0,0,1,1,1,1,1,76,1,0.0,,Background
118.20.59.28,1,0,0,1,1,1,1,1,73,1,0.0,,Background
118.208.244.138,1,0,0,1,1,1,1,1,78,1,0.0,,Background
118.21.202.43,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.21.68.253,1,0,0,1,1,1,1,1,78,1,0.0,,Background
118.210.149.79,3,0,0,3,1,1,3,1,539,3,0.0,0.0,Background
118.210.223.54,1,0,0,1,1,1,1,1,455,1,0.0,,Background
118.210.68.18,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.22.114.193,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.22.145.220,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.22.166.16,1,0,0,1,1,1,1,1,74,1,0.0,,Background
118.22.170.29,3,0,0,3,2,2,1,1,180,3,0.0,0.0,Background
118.22.208.94,1,0,0,1,1,1,1,1,182,1,0.0,,Background
118.22.209.251,4,0,0,4,2,2,1,1,1084,4,0.0,0.0,Background
118.22.213.36,2,0,0,2,1,1,1,1,527,2,0.0,0.0,Background
118.22.217.164,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.22.223.76,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.22.224.254,1,0,0,1,1,1,1,1,77,1,0.0,,Background
118.22.238.107,3,0,0,3,2,2,1,1,180,3,0.0,0.0,Background
118.22.238.72,8,0,0,8,1,1,1,1,595,8,0.0,0.0,Background
118.220.6.55,2,0,0,2,1,1,1,1,930,2,0.0,0.0,Background
118.221.137.67,1,0,0,1,1,1,1,1,454,1,0.0,,Background
118.231.111.140,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.232.161.84,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.232.231.213,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.232.236.65,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.232.33.173,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.232.47.147,2,0,0,2,2,2,1,1,310,2,0.0,0.0,Background
118.232.73.35,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.233.161.207,1,0,0,1,1,1,1,1,150,1,0.0,,Background
118.233.172.216,3,0,0,3,1,1,1,1,300,5,2.566333333333333,2.3701692625914577,Background
118.233.245.93,3,0,0,3,1,1,1,1,1252,4,0.0,0.0,Background
118.233.29.182,2,0,0,2,2,2,1,1,181,3,0.5155,0.7290270914033304,Background
118.243.243.53,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.243.244.208,1,0,0,1,1,1,1,1,76,1,0.0,,Background
118.243.64.182,1,0,0,1,1,1,1,1,73,1,0.0,,Background
118.243.82.46,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.3.32.133,1,0,0,1,1,1,1,1,78,1,0.0,,Background
118.3.55.74,1,0,0,1,1,1,1,1,75,1,0.0,,Background
118.3.95.151,1,0,0,1,1,1,1,1,64,1,0.0,,Background
118.32.189.221,1,0,0,1,1,1,1,1,482,1,0.0,,Background
118.33.127.51,6,0,0,6,3,5,1,1,796,6,0.0,0.0,Background
118.35.122.132,1,0,0,1,1,1,1,1,511,1,0.0,,Background
118.35.145.163,1,0,0,1,1,1,1,1,60,1,0.0,,Background
118.36.17.70,1,0,0,1,1,1,1,1,60,1,0.0,,Background
